Provinsi;Kabupaten;Kecamatan;Desa;adm1;adm2;adm3;adm4
Jawa Timur;Bangkalan;Blega;Rosep;35;35.26;35.26.15;35.26.15.2002
Jawa Timur;Bangkalan;Blega;Nyor Manes;35;35.26;35.26.15;35.26.15.2003
Jawa Timur;Bangkalan;Blega;Alas Rajah;35;35.26;35.26.15;35.26.15.2004
Jawa Timur;Bangkalan;Blega;Blega Oloh;35;35.26;35.26.15;35.26.15.2005
Jawa Timur;Bangkalan;Blega;Karang Nangkah;35;35.26;35.26.15;35.26.15.2006
Jawa Timur;Bangkalan;Blega;Karang Panasan;35;35.26;35.26.15;35.26.15.2007
Jawa Timur;Bangkalan;Blega;Karang Gayam;35;35.26;35.26.15;35.26.15.2008
Jawa Timur;Bangkalan;Blega;Lomaer;35;35.26;35.26.15;35.26.15.2009
Jawa Timur;Bangkalan;Blega;Bates;35;35.26;35.26.15;35.26.15.2010
Jawa Timur;Bangkalan;Blega;Lombang Laok;35;35.26;35.26.15;35.26.15.2011
Jawa Timur;Bangkalan;Blega;Lombang Dajah;35;35.26;35.26.15;35.26.15.2012
Jawa Timur;Bangkalan;Blega;Karpote;35;35.26;35.26.15;35.26.15.2013
Jawa Timur;Bangkalan;Blega;Kajjan;35;35.26;35.26.15;35.26.15.2014
Jawa Timur;Bangkalan;Blega;Panjalinan;35;35.26;35.26.15;35.26.15.2015
Jawa Timur;Bangkalan;Blega;Pangeran Gadungan;35;35.26;35.26.15;35.26.15.2016
Jawa Timur;Bangkalan;Blega;Kampao;35;35.26;35.26.15;35.26.15.2017
Jawa Timur;Bangkalan;Blega;Ko'olan;35;35.26;35.26.15;35.26.15.2018
Jawa Timur;Bangkalan;Blega;Gigir;35;35.26;35.26.15;35.26.15.2019
Jawa Timur;Bangkalan;Modung;Patereman;35;35.26;35.26.16;35.26.16.2001
Jawa Timur;Bangkalan;Modung;Paeng;35;35.26;35.26.16;35.26.16.2002
Jawa Timur;Bangkalan;Modung;Kolla;35;35.26;35.26.16;35.26.16.2003
Jawa Timur;Bangkalan;Modung;Neroh;35;35.26;35.26.16;35.26.16.2004
Jawa Timur;Bangkalan;Modung;Langpanggang;35;35.26;35.26.16;35.26.16.2005
Jawa Timur;Bangkalan;Modung;Patenteng;35;35.26;35.26.16;35.26.16.2006
Jawa Timur;Bangkalan;Modung;Srabi Barat;35;35.26;35.26.16;35.26.16.2007
Jawa Timur;Bangkalan;Modung;Srabi Timur;35;35.26;35.26.16;35.26.16.2008
Jawa Timur;Bangkalan;Modung;Pangpajung;35;35.26;35.26.16;35.26.16.2009
Jawa Timur;Bangkalan;Modung;Karang Anyar ;35;35.26;35.26.16;35.26.16.2010
Jawa Timur;Bangkalan;Modung;Alas Kokon;35;35.26;35.26.16;35.26.16.2011
Jawa Timur;Bangkalan;Modung;Pakong;35;35.26;35.26.16;35.26.16.2012
Jawa Timur;Bangkalan;Modung;Glisgis;35;35.26;35.26.16;35.26.16.2013
Jawa Timur;Bangkalan;Modung;Brakas Dajah;35;35.26;35.26.16;35.26.16.2014
Jawa Timur;Bangkalan;Modung;Modung;35;35.26;35.26.16;35.26.16.2015
Jawa Timur;Bangkalan;Modung;Suwa'an;35;35.26;35.26.16;35.26.16.2016
Jawa Timur;Bangkalan;Modung;Mangga'an;35;35.26;35.26.16;35.26.16.2017
Jawa Timur;Bangkalan;Konang;Bandung;35;35.26;35.26.17;35.26.17.2001
Jawa Timur;Bangkalan;Konang;Konang;35;35.26;35.26.17;35.26.17.2002
Jawa Timur;Bangkalan;Konang;Genteng;35;35.26;35.26.17;35.26.17.2003
Jawa Timur;Bangkalan;Konang;Pakes;35;35.26;35.26.17;35.26.17.2004
Jawa Timur;Bangkalan;Konang;Cangkareman;35;35.26;35.26.17;35.26.17.2005
Jawa Timur;Bangkalan;Konang;Sen Asen;35;35.26;35.26.17;35.26.17.2006
Jawa Timur;Bangkalan;Konang;Sambiyan;35;35.26;35.26.17;35.26.17.2007
Jawa Timur;Bangkalan;Konang;Campor;35;35.26;35.26.17;35.26.17.2008
Jawa Timur;Bangkalan;Konang;Galis Dajah;35;35.26;35.26.17;35.26.17.2009
Jawa Timur;Bangkalan;Konang;Kanegarah;35;35.26;35.26.17;35.26.17.2010
Jawa Timur;Bangkalan;Konang;Durin Barat;35;35.26;35.26.17;35.26.17.2011
Jawa Timur;Bangkalan;Konang;Durin Timur;35;35.26;35.26.17;35.26.17.2012
Jawa Timur;Bangkalan;Konang;Batokaban;35;35.26;35.26.17;35.26.17.2013
Jawa Timur;Bangkalan;Galis;Tellok;35;35.26;35.26.18;35.26.18.2001
Jawa Timur;Bangkalan;Galis;Daleman;35;35.26;35.26.18;35.26.18.2002
Jawa Timur;Bangkalan;Galis;Blateran;35;35.26;35.26.18;35.26.18.2003
Jawa Timur;Bangkalan;Galis;Paterongan;35;35.26;35.26.18;35.26.18.2004
Jawa Timur;Bangkalan;Galis;Kajuanak;35;35.26;35.26.18;35.26.18.2005
Jawa Timur;Bangkalan;Galis;Longkek;35;35.26;35.26.18;35.26.18.2006
Jawa Timur;Bangkalan;Galis;Galis;35;35.26;35.26.18;35.26.18.2007
Jawa Timur;Bangkalan;Galis;Pekadan;35;35.26;35.26.18;35.26.18.2008
Jawa Timur;Bangkalan;Galis;Bangpendah;35;35.26;35.26.18;35.26.18.2009
Jawa Timur;Bangkalan;Galis;Paka'an Dajah;35;35.26;35.26.18;35.26.18.2010
Jawa Timur;Bangkalan;Galis;Paka'an Laok;35;35.26;35.26.18;35.26.18.2011
Jawa Timur;Bangkalan;Galis;Kranggan Timur;35;35.26;35.26.18;35.26.18.2012
Jawa Timur;Bangkalan;Galis;Separah;35;35.26;35.26.18;35.26.18.2013
Jawa Timur;Bangkalan;Galis;Banjar;35;35.26;35.26.18;35.26.18.2014
Jawa Timur;Bangkalan;Galis;Tlagah;35;35.26;35.26.18;35.26.18.2015
Jawa Timur;Bangkalan;Galis;Lantek Barat;35;35.26;35.26.18;35.26.18.2016
Jawa Timur;Bangkalan;Galis;Lantek Timor;35;35.26;35.26.18;35.26.18.2017
Jawa Timur;Bangkalan;Galis;Kelbung;35;35.26;35.26.18;35.26.18.2018
Jawa Timur;Bangkalan;Galis;Banyu Bunih;35;35.26;35.26.18;35.26.18.2019
Jawa Timur;Bangkalan;Galis;Sadah;35;35.26;35.26.18;35.26.18.2020
Jawa Timur;Bangkalan;Galis;Sorpa;35;35.26;35.26.18;35.26.18.2021
Jawa Timur;Sampang;Sreseh;Noreh;35;35.27;35.27.01;35.27.01.2001
Jawa Timur;Sampang;Sreseh;Labuhan;35;35.27;35.27.01;35.27.01.2002
Jawa Timur;Sampang;Sreseh;Taman;35;35.27;35.27.01;35.27.01.2003
Jawa Timur;Sampang;Sreseh;Sreseh;35;35.27;35.27.01;35.27.01.2004
Jawa Timur;Sampang;Sreseh;Disanah;35;35.27;35.27.01;35.27.01.2005
Jawa Timur;Sampang;Sreseh;Marparan;35;35.27;35.27.01;35.27.01.2006
Jawa Timur;Sampang;Sreseh;Klobur;35;35.27;35.27.01;35.27.01.2007
Jawa Timur;Sampang;Sreseh;Labang;35;35.27;35.27.01;35.27.01.2008
Jawa Timur;Sampang;Sreseh;Bundah;35;35.27;35.27.01;35.27.01.2009
Jawa Timur;Sampang;Sreseh;Bangsah;35;35.27;35.27.01;35.27.01.2010
Jawa Timur;Sampang;Sreseh;Plasah;35;35.27;35.27.01;35.27.01.2011
Jawa Timur;Sampang;Sreseh;Junok;35;35.27;35.27.01;35.27.01.2012
Jawa Timur;Sampang;Torjun;Dulang;35;35.27;35.27.02;35.27.02.2007
Jawa Timur;Sampang;Torjun;Patarongan;35;35.27;35.27.02;35.27.02.2008
Jawa Timur;Sampang;Torjun;Pangongsean;35;35.27;35.27.02;35.27.02.2009
Jawa Timur;Sampang;Torjun;Krampon;35;35.27;35.27.02;35.27.02.2010
Jawa Timur;Sampang;Torjun;Bringinnonggal;35;35.27;35.27.02;35.27.02.2011
Jawa Timur;Sampang;Torjun;Torjun;35;35.27;35.27.02;35.27.02.2012
Jawa Timur;Sampang;Torjun;Patapan;35;35.27;35.27.02;35.27.02.2013
Jawa Timur;Sampang;Torjun;Jeruk Porot;35;35.27;35.27.02;35.27.02.2014
Jawa Timur;Sampang;Torjun;Kodak;35;35.27;35.27.02;35.27.02.2015
Jawa Timur;Sampang;Torjun;Kanjar;35;35.27;35.27.02;35.27.02.2016
Jawa Timur;Sampang;Torjun;Kara;35;35.27;35.27.02;35.27.02.2017
Jawa Timur;Sampang;Torjun;Tanah Merah;35;35.27;35.27.02;35.27.02.2018
Jawa Timur;Sampang;Sampang;Polagan;35;35.27;35.27.03;35.27.03.1003
Jawa Timur;Sampang;Sampang;Banyuanyar;35;35.27;35.27.03;35.27.03.1004
Jawa Timur;Sampang;Sampang;Rongtengah;35;35.27;35.27.03;35.27.03.1006
Jawa Timur;Sampang;Sampang;Karang Dalam;35;35.27;35.27.03;35.27.03.1007
Jawa Timur;Sampang;Sampang;Gunung Sekar;35;35.27;35.27.03;35.27.03.1008
Jawa Timur;Sampang;Sampang;Dalpenang;35;35.27;35.27.03;35.27.03.1009
Jawa Timur;Sampang;Sampang;P. Mandangin;35;35.27;35.27.03;35.27.03.2001
Jawa Timur;Sampang;Sampang;Aengsareh;35;35.27;35.27.03;35.27.03.2002
Jawa Timur;Sampang;Sampang;Gunung Maddah;35;35.27;35.27.03;35.27.03.2005
Jawa Timur;Sampang;Sampang;Panggung;35;35.27;35.27.03;35.27.03.2010
Jawa Timur;Sampang;Sampang;Taman Sareh;35;35.27;35.27.03;35.27.03.2011
Jawa Timur;Sampang;Sampang;Pakalongan;35;35.27;35.27.03;35.27.03.2012
Jawa Timur;Sampang;Sampang;Tanggumong;35;35.27;35.27.03;35.27.03.2013
Jawa Timur;Sampang;Sampang;Kamuning;35;35.27;35.27.03;35.27.03.2014
Jawa Timur;Sampang;Sampang;Banyumas;35;35.27;35.27.03;35.27.03.2015
Jawa Timur;Sampang;Sampang;Pangelen;35;35.27;35.27.03;35.27.03.2016
Jawa Timur;Sampang;Sampang;Paseyan;35;35.27;35.27.03;35.27.03.2017
Jawa Timur;Sampang;Sampang;Baruh;35;35.27;35.27.03;35.27.03.2018
Jawa Timur;Sampang;Camplong;Taddan;35;35.27;35.27.04;35.27.04.2001
Jawa Timur;Sampang;Camplong;Banjar Talela;35;35.27;35.27.04;35.27.04.2002
Jawa Timur;Sampang;Camplong;Tamba'an;35;35.27;35.27.04;35.27.04.2003
Jawa Timur;Sampang;Camplong;Prajjan;35;35.27;35.27.04;35.27.04.2004
Jawa Timur;Sampang;Camplong;Dharma Camplong;35;35.27;35.27.04;35.27.04.2005
Jawa Timur;Sampang;Camplong;Batukarang;35;35.27;35.27.04;35.27.04.2006
Jawa Timur;Sampang;Camplong;Sejati;35;35.27;35.27.04;35.27.04.2007
Jawa Timur;Sampang;Camplong;Dharma Tanjung;35;35.27;35.27.04;35.27.04.2008
Jawa Timur;Sampang;Camplong;Rabasan;35;35.27;35.27.04;35.27.04.2009
Jawa Timur;Sampang;Camplong;Banjartabulu;35;35.27;35.27.04;35.27.04.2010
Jawa Timur;Sampang;Camplong;Anggersek;35;35.27;35.27.04;35.27.04.2011
Jawa Timur;Sampang;Camplong;Madupat;35;35.27;35.27.04;35.27.04.2012
Jawa Timur;Sampang;Camplong;Pamola'an;35;35.27;35.27.04;35.27.04.2013
Jawa Timur;Sampang;Camplong;Plampa'an;35;35.27;35.27.04;35.27.04.2014
Jawa Timur;Sampang;Omben;Kebun Sareh;35;35.27;35.27.05;35.27.05.2001
Jawa Timur;Sampang;Omben;Karangnangger;35;35.27;35.27.05;35.27.05.2002
Jawa Timur;Sampang;Omben;Rapa Laok;35;35.27;35.27.05;35.27.05.2003
Jawa Timur;Sampang;Omben;Rapa Daya;35;35.27;35.27.05;35.27.05.2004
Jawa Timur;Sampang;Omben;Astapah;35;35.27;35.27.05;35.27.05.2005
Jawa Timur;Sampang;Omben;Sogian;35;35.27;35.27.05;35.27.05.2006
Jawa Timur;Sampang;Omben;Gersempal;35;35.27;35.27.05;35.27.05.2007
Jawa Timur;Sampang;Omben;Temoran;35;35.27;35.27.05;35.27.05.2008
Jawa Timur;Sampang;Omben;Meteng;35;35.27;35.27.05;35.27.05.2009
Jawa Timur;Sampang;Omben;Madulang;35;35.27;35.27.05;35.27.05.2010
Jawa Timur;Sampang;Omben;Komandung;35;35.27;35.27.05;35.27.05.2011
Jawa Timur;Sampang;Omben;Omben;35;35.27;35.27.05;35.27.05.2012
Jawa Timur;Sampang;Omben;Tambak;35;35.27;35.27.05;35.27.05.2013
Jawa Timur;Sampang;Omben;Angsokah;35;35.27;35.27.05;35.27.05.2014
Jawa Timur;Sampang;Omben;Jranguan;35;35.27;35.27.05;35.27.05.2015
Jawa Timur;Sampang;Omben;Rongdalam;35;35.27;35.27.05;35.27.05.2016
Jawa Timur;Sampang;Omben;Napo Laok;35;35.27;35.27.05;35.27.05.2017
Jawa Timur;Sampang;Omben;Napo Daya;35;35.27;35.27.05;35.27.05.2018
Jawa Timur;Sampang;Omben;Karanggayam;35;35.27;35.27.05;35.27.05.2019
Jawa Timur;Sampang;Omben;Pandan;35;35.27;35.27.05;35.27.05.2020
Jawa Timur;Sampang;Kedungdung;Banyukapah;35;35.27;35.27.06;35.27.06.2001
Jawa Timur;Sampang;Kedungdung;Rabasan;35;35.27;35.27.06;35.27.06.2002
Jawa Timur;Sampang;Kedungdung;Rohayu;35;35.27;35.27.06;35.27.06.2003
Jawa Timur;Sampang;Kedungdung;Kedungdung;35;35.27;35.27.06;35.27.06.2004
Jawa Timur;Sampang;Kedungdung;Komis;35;35.27;35.27.06;35.27.06.2005
Jawa Timur;Sampang;Kedungdung;Bajrasoka;35;35.27;35.27.06;35.27.06.2006
Jawa Timur;Sampang;Kedungdung;Kramat;35;35.27;35.27.06;35.27.06.2007
Jawa Timur;Sampang;Kedungdung;Nyeloh;35;35.27;35.27.06;35.27.06.2008
Jawa Timur;Sampang;Kedungdung;Banjar;35;35.27;35.27.06;35.27.06.2009
Jawa Timur;Sampang;Kedungdung;Ombul;35;35.27;35.27.06;35.27.06.2010
Jawa Timur;Sampang;Kedungdung;Pajeruan;35;35.27;35.27.06;35.27.06.2011
Jawa Timur;Sampang;Kedungdung;Moktesareh;35;35.27;35.27.06;35.27.06.2012
Jawa Timur;Sampang;Kedungdung;Batoporo Barat;35;35.27;35.27.06;35.27.06.2013
Jawa Timur;Sampang;Kedungdung;Batoporo Timur;35;35.27;35.27.06;35.27.06.2014
Jawa Timur;Sampang;Kedungdung;Gunungeleh;35;35.27;35.27.06;35.27.06.2015
Jawa Timur;Sampang;Kedungdung;Daleman;35;35.27;35.27.06;35.27.06.2016
Jawa Timur;Sampang;Kedungdung;Pasarenan;35;35.27;35.27.06;35.27.06.2017
Jawa Timur;Sampang;Kedungdung;Palenggian;35;35.27;35.27.06;35.27.06.2018
Jawa Timur;Sampang;Jrengik;Asemraja;35;35.27;35.27.07;35.27.07.2001
Jawa Timur;Sampang;Jrengik;Plakaran;35;35.27;35.27.07;35.27.07.2002
Jawa Timur;Sampang;Jrengik;Asemnonggal;35;35.27;35.27.07;35.27.07.2003
Jawa Timur;Sampang;Jrengik;Majangan;35;35.27;35.27.07;35.27.07.2004
Jawa Timur;Sampang;Jrengik;Margantoko;35;35.27;35.27.07;35.27.07.2005
Jawa Timur;Sampang;Jrengik;Penyepen;35;35.27;35.27.07;35.27.07.2006
Jawa Timur;Sampang;Jrengik;Taman;35;35.27;35.27.07;35.27.07.2007
Jawa Timur;Sampang;Jrengik;Jrengik;35;35.27;35.27.07;35.27.07.2008
Jawa Timur;Sampang;Jrengik;Kalangan Prao;35;35.27;35.27.07;35.27.07.2009
Jawa Timur;Sampang;Jrengik;Kotah;35;35.27;35.27.07;35.27.07.2010
Jawa Timur;Sampang;Jrengik;Jungkarang;35;35.27;35.27.07;35.27.07.2011
Jawa Timur;Sampang;Jrengik;Mlakah;35;35.27;35.27.07;35.27.07.2012
Jawa Timur;Sampang;Jrengik;Bancelok;35;35.27;35.27.07;35.27.07.2013
Jawa Timur;Sampang;Jrengik;Buker;35;35.27;35.27.07;35.27.07.2014
Jawa Timur;Sampang;Tambelangan;Karanganyar;35;35.27;35.27.08;35.27.08.2001
Jawa Timur;Sampang;Tambelangan;Baturasang;35;35.27;35.27.08;35.27.08.2002
Jawa Timur;Sampang;Tambelangan;Mambulu Barat;35;35.27;35.27.08;35.27.08.2003
Jawa Timur;Sampang;Tambelangan;Bringin;35;35.27;35.27.08;35.27.08.2004
Jawa Timur;Sampang;Tambelangan;Samaran;35;35.27;35.27.08;35.27.08.2005
Jawa Timur;Sampang;Tambelangan;Tambelangan;35;35.27;35.27.08;35.27.08.2006
Jawa Timur;Sampang;Tambelangan;Barunggagah;35;35.27;35.27.08;35.27.08.2007
Jawa Timur;Sampang;Tambelangan;Barjarbillah;35;35.27;35.27.08;35.27.08.2008
Jawa Timur;Sampang;Tambelangan;Somber;35;35.27;35.27.08;35.27.08.2009
Jawa Timur;Sampang;Tambelangan;Birem;35;35.27;35.27.08;35.27.08.2010
Jawa Timur;Sampang;Banyuates;Olor;35;35.27;35.27.09;35.27.09.2001
Jawa Timur;Sampang;Banyuates;Planggaran Barat;35;35.27;35.27.09;35.27.09.2002
Jawa Timur;Sampang;Banyuates;Planggaran Timur;35;35.27;35.27.09;35.27.09.2003
Jawa Timur;Sampang;Banyuates;Tolang;35;35.27;35.27.09;35.27.09.2004
Jawa Timur;Sampang;Banyuates;Lar Lar;35;35.27;35.27.09;35.27.09.2005
Jawa Timur;Sampang;Banyuates;Tlagah;35;35.27;35.27.09;35.27.09.2006
Jawa Timur;Sampang;Banyuates;Nagasareh;35;35.27;35.27.09;35.27.09.2007
Jawa Timur;Sampang;Banyuates;Trapang;35;35.27;35.27.09;35.27.09.2008
Jawa Timur;Sampang;Banyuates;Terosan;35;35.27;35.27.09;35.27.09.2009
Jawa Timur;Sampang;Banyuates;Asem Jaran;35;35.27;35.27.09;35.27.09.2010
Jawa Timur;Sampang;Banyuates;Kembang Jeruk;35;35.27;35.27.09;35.27.09.2011
Jawa Timur;Sampang;Banyuates;Morbatoh;35;35.27;35.27.09;35.27.09.2012
Jawa Timur;Sampang;Banyuates;Montor;35;35.27;35.27.09;35.27.09.2013
Jawa Timur;Sampang;Banyuates;Tebanah;35;35.27;35.27.09;35.27.09.2014
Jawa Timur;Sampang;Banyuates;Nepa;35;35.27;35.27.09;35.27.09.2015
Jawa Timur;Sampang;Banyuates;Batioh;35;35.27;35.27.09;35.27.09.2016
Jawa Timur;Sampang;Banyuates;Masaran;35;35.27;35.27.09;35.27.09.2017
Jawa Timur;Sampang;Banyuates;Banyuates;35;35.27;35.27.09;35.27.09.2018
Jawa Timur;Sampang;Banyuates;Jatra Timur;35;35.27;35.27.09;35.27.09.2019
Jawa Timur;Sampang;Banyuates;Tapa'an;35;35.27;35.27.09;35.27.09.2020
Jawa Timur;Sampang;Robatal;Lepelle;35;35.27;35.27.10;35.27.10.2008
Jawa Timur;Sampang;Robatal;Bapelle;35;35.27;35.27.10;35.27.10.2009
Jawa Timur;Sampang;Robatal;Sawah Tengah;35;35.27;35.27.10;35.27.10.2010
Jawa Timur;Sampang;Robatal;Torjunan;35;35.27;35.27.10;35.27.10.2011
Jawa Timur;Sampang;Robatal;Tragih;35;35.27;35.27.10;35.27.10.2012
Jawa Timur;Sampang;Robatal;Jelgung;35;35.27;35.27.10;35.27.10.2013
Jawa Timur;Sampang;Robatal;Robatal;35;35.27;35.27.10;35.27.10.2014
Jawa Timur;Sampang;Robatal;Gunung Rancak;35;35.27;35.27.10;35.27.10.2015
Jawa Timur;Sampang;Robatal;Pandiyangan;35;35.27;35.27.10;35.27.10.2016
Jawa Timur;Sampang;Sokobanah;Tobai Barat;35;35.27;35.27.11;35.27.11.2001
Jawa Timur;Sampang;Sokobanah;Tobai Tengah;35;35.27;35.27.11;35.27.11.2002
Jawa Timur;Sampang;Sokobanah;Tobai Timur;35;35.27;35.27.11;35.27.11.2003
Jawa Timur;Sampang;Sokobanah;Bira Tengah;35;35.27;35.27.11;35.27.11.2004
Jawa Timur;Sampang;Sokobanah;Bira Timur;35;35.27;35.27.11;35.27.11.2005
Jawa Timur;Sampang;Sokobanah;Sokobanah Laok;35;35.27;35.27.11;35.27.11.2006
Jawa Timur;Sampang;Sokobanah;Tamberu Laok;35;35.27;35.27.11;35.27.11.2007
Jawa Timur;Sampang;Sokobanah;Tamberu Daya;35;35.27;35.27.11;35.27.11.2008
Jawa Timur;Sampang;Sokobanah;Sokobanah Tengah;35;35.27;35.27.11;35.27.11.2009
Jawa Timur;Sampang;Sokobanah;Sokobanah Daya;35;35.27;35.27.11;35.27.11.2010
Jawa Timur;Sampang;Sokobanah;Tamberu Barat;35;35.27;35.27.11;35.27.11.2011
Jawa Timur;Sampang;Sokobanah;Tamberu Timur;35;35.27;35.27.11;35.27.11.2012
Jawa Timur;Sampang;Ketapang;Paopale Laok;35;35.27;35.27.12;35.27.12.2001
Jawa Timur;Sampang;Ketapang;Bunten Barat;35;35.27;35.27.12;35.27.12.2002
Jawa Timur;Sampang;Ketapang;Bunten Timur;35;35.27;35.27.12;35.27.12.2003
Jawa Timur;Sampang;Ketapang;Pancor;35;35.27;35.27.12;35.27.12.2004
Jawa Timur;Sampang;Ketapang;Karanganyar;35;35.27;35.27.12;35.27.12.2005
Jawa Timur;Sampang;Ketapang;Pangereman;35;35.27;35.27.12;35.27.12.2006
Jawa Timur;Sampang;Ketapang;Bira Barat;35;35.27;35.27.12;35.27.12.2007
Jawa Timur;Sampang;Ketapang;Ketapang Timur;35;35.27;35.27.12;35.27.12.2008
Jawa Timur;Sampang;Ketapang;Ketapang Daya;35;35.27;35.27.12;35.27.12.2009
Jawa Timur;Sampang;Ketapang;Katapang Laok;35;35.27;35.27.12;35.27.12.2010
Jawa Timur;Sampang;Ketapang;Ketapang Barat;35;35.27;35.27.12;35.27.12.2011
Jawa Timur;Sampang;Ketapang;Paopale Daya;35;35.27;35.27.12;35.27.12.2012
Jawa Timur;Sampang;Ketapang;Rabiyan;35;35.27;35.27.12;35.27.12.2013
Jawa Timur;Sampang;Ketapang;Banyusokah;35;35.27;35.27.12;35.27.12.2014
Jawa Timur;Sampang;Pangarengan;Pangarengan;35;35.27;35.27.13;35.27.13.2001
Jawa Timur;Sampang;Pangarengan;Apa an;35;35.27;35.27.13;35.27.13.2002
Jawa Timur;Sampang;Pangarengan;Gulbung;35;35.27;35.27.13;35.27.13.2003
Jawa Timur;Sampang;Pangarengan;Panyirangan;35;35.27;35.27.13;35.27.13.2004
Jawa Timur;Sampang;Pangarengan;Pacangga an;35;35.27;35.27.13;35.27.13.2005
Jawa Timur;Sampang;Pangarengan;Ragung;35;35.27;35.27.13;35.27.13.2006
Jawa Timur;Sampang;Karangpenang;Blu uran;35;35.27;35.27.14;35.27.14.2001
Jawa Timur;Sampang;Karangpenang;Tlambah;35;35.27;35.27.14;35.27.14.2002
Jawa Timur;Sampang;Karangpenang;Bulmatet;35;35.27;35.27.14;35.27.14.2003
Jawa Timur;Sampang;Karangpenang;Poreh;35;35.27;35.27.14;35.27.14.2004
Jawa Timur;Sampang;Karangpenang;Karangpenang Oloh;35;35.27;35.27.14;35.27.14.2005
Jawa Timur;Sampang;Karangpenang;Karangpenang Onjur;35;35.27;35.27.14;35.27.14.2006
Jawa Timur;Sampang;Karangpenang;Gunung Kesan;35;35.27;35.27.14;35.27.14.2007
Jawa Timur;Pamekasan;Tlanakan;Dabuan;35;35.28;35.28.01;35.28.01.2001
Jawa Timur;Pamekasan;Tlanakan;Terrak;35;35.28;35.28.01;35.28.01.2002
Jawa Timur;Pamekasan;Tlanakan;Mangar;35;35.28;35.28.01;35.28.01.2003
Jawa Timur;Pamekasan;Tlanakan;Bandaran;35;35.28;35.28.01;35.28.01.2004
Jawa Timur;Pamekasan;Tlanakan;Kramat;35;35.28;35.28.01;35.28.01.2005
Jawa Timur;Pamekasan;Tlanakan;Ambat;35;35.28;35.28.01;35.28.01.2006
Jawa Timur;Pamekasan;Tlanakan;Branta Pesisir;35;35.28;35.28.01;35.28.01.2007
Jawa Timur;Pamekasan;Tlanakan;Tlanakan;35;35.28;35.28.01;35.28.01.2008
Jawa Timur;Pamekasan;Tlanakan;Branta Tinggi;35;35.28;35.28.01;35.28.01.2009
Jawa Timur;Pamekasan;Tlanakan;Tlesah;35;35.28;35.28.01;35.28.01.2010
Jawa Timur;Pamekasan;Tlanakan;Larangan Tokol;35;35.28;35.28.01;35.28.01.2011
Jawa Timur;Pamekasan;Tlanakan;Ceguk;35;35.28;35.28.01;35.28.01.2012
Jawa Timur;Pamekasan;Tlanakan;Panglegur;35;35.28;35.28.01;35.28.01.2013
Jawa Timur;Pamekasan;Tlanakan;Bukek;35;35.28;35.28.01;35.28.01.2014
Jawa Timur;Pamekasan;Tlanakan;Gugul;35;35.28;35.28.01;35.28.01.2015
Jawa Timur;Pamekasan;Tlanakan;Larangan Slampar;35;35.28;35.28.01;35.28.01.2016
Jawa Timur;Pamekasan;Tlanakan;Taro'an;35;35.28;35.28.01;35.28.01.2017
Jawa Timur;Pamekasan;Pademawu;Barurambat Timur;35;35.28;35.28.02;35.28.02.1018
Jawa Timur;Pamekasan;Pademawu;Lawangan Daya;35;35.28;35.28.02;35.28.02.1019
Jawa Timur;Pamekasan;Pademawu;Tanjung;35;35.28;35.28.02;35.28.02.2001
Jawa Timur;Pamekasan;Pademawu;Pedelegan;35;35.28;35.28.02;35.28.02.2002
Jawa Timur;Pamekasan;Pademawu;Majungan;35;35.28;35.28.02;35.28.02.2003
Jawa Timur;Pamekasan;Pademawu;Pagagan;35;35.28;35.28.02;35.28.02.2004
Jawa Timur;Pamekasan;Pademawu;Jarin;35;35.28;35.28.02;35.28.02.2005
Jawa Timur;Pamekasan;Pademawu;Baddurih;35;35.28;35.28.02;35.28.02.2006
Jawa Timur;Pamekasan;Pademawu;Buddih;35;35.28;35.28.02;35.28.02.2007
Jawa Timur;Pamekasan;Pademawu;Sopa'ah;35;35.28;35.28.02;35.28.02.2008
Jawa Timur;Pamekasan;Pademawu;Prekbun;35;35.28;35.28.02;35.28.02.2009
Jawa Timur;Pamekasan;Pademawu;Durbuk;35;35.28;35.28.02;35.28.02.2010
Jawa Timur;Pamekasan;Pademawu;Pademawu Barat;35;35.28;35.28.02;35.28.02.2011
Jawa Timur;Pamekasan;Pademawu;Pademawu Timur;35;35.28;35.28.02;35.28.02.2012
Jawa Timur;Pamekasan;Pademawu;Bunder;35;35.28;35.28.02;35.28.02.2013
Jawa Timur;Pamekasan;Pademawu;Dasok;35;35.28;35.28.02;35.28.02.2014
Jawa Timur;Pamekasan;Pademawu;Murtajih;35;35.28;35.28.02;35.28.02.2015
Jawa Timur;Pamekasan;Pademawu;Sumedangan;35;35.28;35.28.02;35.28.02.2016
Jawa Timur;Pamekasan;Pademawu;Lemper;35;35.28;35.28.02;35.28.02.2017
Jawa Timur;Pamekasan;Pademawu;Sentol;35;35.28;35.28.02;35.28.02.2020
Jawa Timur;Pamekasan;Pademawu;Tambung;35;35.28;35.28.02;35.28.02.2021
Jawa Timur;Pamekasan;Pademawu;Buddagan;35;35.28;35.28.02;35.28.02.2022
Jawa Timur;Pamekasan;Galis;Tobungan;35;35.28;35.28.03;35.28.03.2001
Jawa Timur;Pamekasan;Galis;Konang;35;35.28;35.28.03;35.28.03.2002
Jawa Timur;Pamekasan;Galis;Pandan;35;35.28;35.28.03;35.28.03.2003
Jawa Timur;Pamekasan;Galis;Lembung;35;35.28;35.28.03;35.28.03.2004
